|,|__ax,|__ay,|__az,|__gx,|__gy,|__gz,|__h,ACC_N,GYRO,EA,EG,label
21:43:27 034748,-3,3.5,8.1,0.8,-1.8,-1.6,83,9.319871244,2.537715508,1.034408043,0,0
21:43:27 496995,-3.5,4.4,8,0.8,-1.8,-1.6,83,9.778036613,2.537715508,8.023091673,4.223742416,0
21:43:28 160935,-4.9,-3.5,8,-2.6,0.4,-0.4,83,10.01299156,2.660826939,0.866025404,2.677685568,0
21:43:28 639604,-5,-4,7.3,0,0,0.1,83,9.710303806,0.1,0.374165739,0,0
21:43:29 185246,-5.3,-3.8,7.4,0,0,0.1,82,9.863569334,0.1,0.6164414,0.244948974,0
21:43:29 801013,-5,-4.3,7.2,-0.1,0.1,-0.1,82,9.763708312,0.173205081,3.494281042,0,0
21:43:30 311884,-8.1,-2.9,8,-0.1,0.1,-0.1,82,11.74819135,0.173205081,26.05110362,1.96468827,0
21:43:30 800494,16.6,-9,13.6,-2,0.5,-0.4,82,23.27058229,2.1,26.03958525,0,1
21:43:31 303830,-7.2,-5.9,3.5,-2,0.5,-0.4,83,9.944847912,2.1,0.583095189,2.083266666,0
21:43:31 836281,-6.7,-6.2,3.5,0,0,-0.1,83,9.776502442,0.1,1.144552314,0,0
21:43:32 358397,-6.8,-7.3,3.8,0,0,-0.1,83,10.67567328,0.1,1.15758369,0.173205081,0
21:43:33 075689,-6.6,-6.2,3.5,-0.1,-0.1,0,83,9.708243919,0.141421356,0.141421356,0.282842712,0
21:43:33 459571,-6.6,-6.3,3.6,0.1,0.1,0,83,9.808669635,0.141421356,1.009950494,0,0
21:43:34 202623,-5.9,-7,3.8,0.1,0.1,0,83,9.912113801,0.141421356,0.469041576,0.360555128,0
21:43:34 447175,-6.2,-6.7,3.6,-0.2,-0.1,0,83,9.812746812,0.223606798,0.374165739,0,0
21:43:35 225773,-6.3,-6.5,3.3,-0.2,-0.1,0,84,9.63483264,0.223606798,23.21831174,4.119465985,0
21:43:35 773446,13,6.1,6.1,2,-2.8,2.2,84,15.60192296,4.084115571,24.79536247,0,1
21:43:36 353768,-7.4,-7,0.9,2,-2.8,2.2,84,10.22594739,4.084115571,0.781024968,4.045985665,0
21:43:36 967096,-6.9,-7,1.5,0.2,0,-0.1,84,9.942836617,0.223606798,0.412310563,0,0
21:43:37 281154,-6.7,-6.8,1.8,0.2,0,-0.1,84,9.714422268,0.223606798,0.360555128,0.223606798,0
21:43:37 936170,-6.7,-7,2.1,0,0,0,84,9.914635646,0,0.360555128,0,0
21:43:38 417052,-6.7,-6.8,1.8,0,0,0,84,9.714422268,0,0.141421356,0.1,0
21:43:39 104083,-6.8,-6.8,1.7,-0.1,0,0,84,9.765756499,0.1,0.141421356,0.244948974,0
21:43:39 631309,-6.8,-6.9,1.8,0.1,0.1,-0.1,84,9.8534258,0.173205081,0.360555128,0,0
21:43:40 041801,-6.5,-6.7,1.8,0.1,0.1,-0.1,84,9.506839643,0.173205081,13.26838347,0.173205081,0
21:43:40 755358,-19.2,-4.3,4.8,0,0,0,84,20.25265415,0,10.67192579,0,1
21:43:41 154910,-8.6,-4.6,3.6,0,0,0,84,10.39615313,0,2.601922366,0.316227766,0
21:43:41 720448,-7.1,-6.2,2.2,-0.3,0,-0.1,84,9.679359483,0.316227766,2.19317122,0,0
21:43:42 396368,-7.1,-5.3,4.2,-0.3,0,-0.1,84,9.805100713,0.316227766,4.438468204,2.519920634,0
21:43:42 907993,-7.4,-1.3,6.1,2.2,-0.1,0.2,84,9.67780967,2.211334439,1.920937271,0,0
21:43:43 283709,-7.2,-3.2,5.9,2.2,-0.1,0.2,84,9.843271814,2.211334439,0.894427191,2.42693222,0
21:43:44 236532,-7.2,-4,5.5,-0.2,0.1,-0.1,84,9.90403958,0.244948974,0.173205081,0.244948974,0
21:43:44 547014,-7.1,-3.9,5.4,0,0,0,84,9.735502041,0,0.781024968,0,0
21:43:45 065654,-6.7,-4.2,6,0,0,0,84,9.926227884,0,19.68197145,6.751296172,0
21:43:45 628704,11.6,2.3,9.2,3.3,-4.5,-3.8,84,14.98299036,6.751296172,23.89539705,0,1
21:43:46 166213,-11.1,-3.8,4.9,3.3,-4.5,-3.8,84,12.71455858,6.751296172,5.250714237,6.745368782,0
21:43:46 592003,-6.4,-6,4.1,-0.1,0,-0.1,84,9.683491106,0.141421356,0.447213595,0,0
21:43:47 311535,-6.2,-6.4,4.1,-0.1,0,-0.1,84,9.808669635,0.141421356,0.173205081,0.141421356,0
21:43:47 726260,-6.3,-6.5,4,0,0,0,84,9.896464015,0,0.6164414,0,0
21:43:48 321607,-6,-6.3,4.5,0,0,0,84,9.79489663,0,0.282842712,0,0
21:43:49 151848,-6.2,-6.5,4.5,0,0,0,84,10.04689007,0,0.787400787,0.173205081,0
21:43:49 296287,-6,-5.8,4.2,-0.1,-0.1,0.1,84,9.342376571,0.173205081,0.860232527,0,0
21:43:50 074225,-5.9,-6.1,5,-0.1,-0.1,0.1,84,9.849873096,0.173205081,0.223606798,0.1,0
21:43:50 380968,-5.7,-6.1,4.9,-0.1,-0.1,0,84,9.680392554,0.141421356,31.2867384,0,0
21:43:51 098062,15.2,11,20.7,-0.1,-0.1,0,84,27.937967,0.141421356,28.12578888,5.852349955,1
21:43:51 616097,-8.4,-1.3,11.6,-5.1,-0.6,3,84,14.3808901,5.94726828,8.267405881,0,0
21:43:52 225874,-6.9,-5.6,4.7,-5.1,-0.6,3,84,10.05286029,5.94726828,0.244948974,5.94726828,0
21:43:52 705715,-6.7,-5.5,4.6,0,0,0,84,9.81325634,0,0.374165739,0,0
21:43:53 454734,-6.9,-5.4,4.3,0,0,0,84,9.76012295,0,0.223606798,0,0
21:43:53 966183,-6.9,-5.6,4.4,0,0,0,84,9.916148446,0,0.447213595,0.173205081,0
21:43:54 272186,-7.1,-5.6,4,-0.1,0.1,-0.1,84,9.887871358,0.173205081,0.830662386,0,0
21:43:54 912690,-7.2,-5.8,3.2,-0.1,0.1,-0.1,84,9.783659847,0.173205081,12.3,5.024937811,0
21:43:55 636204,3.1,0,6.6,-1.1,-2.3,4.2,84,7.29177619,4.913247399,12.34058345,0,1
21:43:56 131120,-7.1,-6,3.1,-1.1,-2.3,4.2,84,9.798979539,4.913247399,0.818535277,5.040833264,0
21:43:56 629757,-7.4,-6.3,2.4,0,-0.1,-0.2,84,10.01049449,0.223606798,0.412310563,0,0
21:43:57 446921,-7,-6.2,2.4,0,-0.1,-0.2,84,9.654014709,0.223606798,0.244948974,0.223606798,0
21:43:57 478837,-7.1,-6.3,2.6,0,0,0,84,9.841747812,0,0.948683298,0,0
21:43:58 117639,-7.6,-6.4,3.4,0,0,0,85,10.50142847,0,0.916515139,0.141421356,0
21:43:58 780077,-7.2,-6.2,2.6,0,-0.1,0.1,85,9.850888285,0.141421356,0.223606798,0.244948974,0
21:43:59 496232,-7,-6.2,2.5,0.1,0.1,0,84,9.679359483,0.141421356,0.509901951,0,0
21:43:59 900877,-6.9,-6.6,2.8,0.1,0.1,0,84,9.950376877,0.141421356,2.42693222,1.337908816,0
21:44:00 221826,-7.2,-4.2,3,0.4,-1.2,-0.1,84,8.858893836,1.268857754,2.88444102,0,0
21:44:00 930327,-5.6,-4.2,0.6,0.4,-1.2,-0.1,84,7.025667228,1.268857754,3.171750305,1.774823935,1
21:44:01 410799,-6.1,-7.2,1.5,-0.5,0.3,0.2,84,9.555103348,0.6164414,0.360555128,0,0
21:44:02 016079,-6.1,-7.5,1.3,-0.5,0.3,0.2,84,9.754486147,0.6164414,0.282842712,0.6164414,0
21:44:02 670632,-6.3,-7.3,1.3,0,0,0,84,9.729850975,0,0.346410162,0,0
21:44:03 129395,-6.1,-7.5,1.5,0,0,0,84,9.783148777,0,0.141421356,0,0
21:44:03 796955,-6.2,-7.5,1.4,0,0,0,84,9.831073187,0,0.141421356,0.1,0
21:44:04 104178,-6.1,-7.5,1.3,0,0.1,0,84,9.754486147,0.1,0.223606798,0,0
21:44:04 672328,-6.3,-7.4,1.3,0,0.1,0,84,9.805100713,0.1,0.223606798,0.141421356,0
21:44:05 285325,-6.2,-7.6,1.3,-0.1,0,0,84,9.893937538,0.1,9.828021164,0,0
21:44:05 796523,2.1,-12.7,0,-0.1,0,0,84,12.8724512,0.1,10.34408043,1.516575089,0
21:44:06 421009,-6.9,-8.1,2.2,-1.4,-0.6,0.5,83,10.86554186,1.603121954,1.61245155,0,1
21:44:07 072865,-6.9,-6.7,1.4,-1.4,-0.6,0.5,83,9.719053452,1.603121954,0.223606798,1.603121954,0
21:44:07 381615,-7,-6.7,1.6,0,0,0,84,9.820896089,0,0.282842712,0,0
21:44:08 032384,-7,-6.9,1.4,0,0,0,84,9.928242543,0,0.424264069,0.173205081,0
21:44:08 452916,-6.9,-6.5,1.5,0.1,-0.1,0.1,84,9.59739548,0.173205081,0.509901951,0.173205081,0
21:44:09 222501,-7.3,-6.4,1.2,0,0,0,85,9.782126558,0,0.424264069,0,0
21:44:09 734939,-7,-6.7,1.2,0,0,0,85,9.763708312,0,0.489897949,0.2,0
21:44:10 451208,-7.2,-6.9,0.8,-0.2,0,0,85,10.00449899,0.2,37.35291153,0,0
21:44:10 817133,-2,-34.7,-23.6,-0.2,0,0,85,42.01249814,0.2,41.20364062,2.906888371,1
21:44:11 205817,-7.7,-5.3,4.7,-3,0.6,0.5,86,10.46279121,3.1,2.215851981,0,0
21:44:11 866304,-7,-6.2,2.8,-3,0.6,0.5,86,9.761147474,3.1,0.412310563,3.003331484,0
21:44:12 398343,-7.1,-6.2,2.4,-0.1,0,0,86,9.726767192,0.1,0.141421356,0,0
21:44:13 114373,-7.2,-6.2,2.3,-0.1,0,0,86,9.775990998,0.1,0.1,0.1,0
21:44:13 626933,-7.2,-6.2,2.2,0,0,0,86,9.752948272,0,0.173205081,0,0
21:44:14 126416,-7.3,-6.1,2.1,0,0,0,85,9.742176348,0,0.1,0,0
21:44:14 470093,-7.3,-6.1,2.2,0,0,0,85,9.764220399,0,0,0,0
21:44:15 264217,-7.3,-6.1,2.2,0,0,0,85,9.764220399,0,25.27568001,0,0
21:44:15 664568,-30,5,1.6,0,0,0,85,30.45586971,0,19.02025236,2.65894716,1
21:44:16 192521,-13.7,-4.8,1.8,-0.9,0.1,2.5,85,14.62771342,2.65894716,6.955573305,0,0
21:44:16 698639,-7,-6.6,1.3,-0.9,0.1,2.5,85,9.708243919,2.65894716,0.728010989,2.641968963,0
21:44:17 517848,-7.1,-6.2,0.7,0.2,0,0.1,85,9.451983919,0.223606798,1.288409873,0,0
21:44:17 724400,-6.8,-7.3,1.3,0.2,0,0.1,85,10.06081508,0.223606798,0.768114575,0.141421356,0
21:44:18 319287,-6.9,-6.6,1,0.1,0,0,85,9.600520819,0.1,0.489897949,0,0
21:44:18 950355,-7.1,-7,0.8,0.1,0,0,85,10.00249969,0.1,0.223606798,0.1,0
21:44:19 568276,-7.1,-6.8,0.7,0,0,0,84,9.855962662,0,0.1,0.1,0
21:44:20 180776,-7.1,-6.9,0.7,-0.1,0,0,83,9.925220401,0.1,0.173205081,0,0
21:44:20 344235,-7,-6.8,0.8,-0.1,0,0,83,9.791833332,0.1,0.244948974,0.1,0
21:44:21 101767,-7.2,-6.9,0.7,0,0,0,84,9.99699955,0,0.583095189,0,0
21:44:21 656083,-6.9,-6.5,1,0,0,0,84,9.532051196,0,0.458257569,0.223606798,0
21:44:22 226616,-7.3,-6.6,0.8,-0.2,-0.1,0,84,9.873702446,0.223606798,0.244948974,0,0
21:44:22 784926,-7.2,-6.8,0.9,-0.2,-0.1,0,84,9.944345127,0.223606798,0.509901951,0.447213595,1
21:44:23 368485,-7.1,-6.5,0.5,0.2,0.1,0,84,9.638983349,0.223606798,0.670820393,0,0
21:44:23 866998,-7.6,-6.1,0.7,0.2,0.1,0,84,9.77036335,0.223606798,0.761577311,0.223606798,0
21:44:24 480689,-7.3,-6.8,0.7,0,0,0,84,10.00099995,0,0.1,0,0
21:44:24 993236,-7.3,-6.8,0.8,0,0,0,84,10.00849639,0,45.69212186,0,0
21:44:25 506439,22.6,-39.2,12.8,0,0,0,84,47.02382375,0,48.74258918,2.722131518,1
21:44:26 222420,-10.2,-5.2,0.8,0.4,2.5,1,84,11.47693339,2.722131518,5.38702144,0,0
21:44:26 733006,-5.7,-8.1,1.4,0.4,2.5,1,84,10.00299955,2.722131518,0.538516481,2.53968502,0
21:44:26 887369,-6,-7.9,1,0,0.2,0,85,9.970456359,0.2,0.244948974,0,0
21:44:27 656295,-5.9,-7.8,0.8,0,0.2,0,85,9.812746812,0.2,0.670820393,0.2,0
21:44:28 269485,-5.5,-8.3,1,0,0,0,85,10.00699755,0,0.824621125,0,0
21:44:28 785624,-6.3,-8.1,1,0,0,0,85,10.31018914,0,0.374165739,0,0
21:44:29 395847,-6,-7.9,0.9,0,0,0,85,9.960923652,0,0.173205081,0,0
21:44:29 875557,-5.9,-7.8,0.8,0,0,0,85,9.812746812,0,10.25085362,0,0
21:44:30 339860,-1.3,-2.4,8.2,0,0,0,86,8.642337647,0,10.72473776,1.067707825,0
21:44:30 984442,-11.1,-4.7,4.5,-0.8,-0.1,0.7,86,12.86662349,1.067707825,5.015974482,0,1
21:44:31 540151,-6.5,-6.3,3.3,-0.8,-0.1,0.7,86,9.63483264,1.067707825,0.721110255,1.081665383,0
21:44:32 067613,-6.9,-6.3,2.7,0,0.1,0,86,9.725739046,0.1,0.469041576,0,0
21:44:32 289527,-7.1,-6.6,2.4,0,0.1,0,86,9.986490875,0.1,0.141421356,0.1,0
21:44:33 184962,-7,-6.5,2.4,0,0,0,86,9.849365462,0,0.1,0,0
21:44:33 669003,-6.9,-6.5,2.4,0,0,0,86,9.778547949,0,0.244948974,0.1,0
21:44:34 223539,-7,-6.3,2.5,0.1,0,0,86,9.743715924,0.1,0.223606798,0,0
21:44:34 824392,-7,-6.4,2.3,0.1,0,0,86,9.759610648,0.1,1.902629759,0.1,0
21:44:35 297554,-8.2,-5.1,1.6,0,0,0,86,9.788258272,0,8.61684397,3.349626845,0
21:44:35 724974,-0.2,-7.1,4.1,-0.5,1.6,2.9,86,8.201219422,3.349626845,6.427285586,0,1
21:44:36 360521,-6.3,-6,2.4,-0.5,1.6,2.9,85,9.024965374,3.349626845,0.948683298,3.366006536,0
21:44:36 966067,-6.8,-6.8,2.5,0.1,0,0,85,9.936297097,0.1,0.640312424,0,0
21:44:37 485258,-6.9,-6.2,2.7,0.1,0,0,85,9.661262857,0.1,0.223606798,0.1,0
21:44:38 204297,-6.9,-6.4,2.6,0.1,0,0.1,85,9.763708312,0.141421356,0.346410162,0,0
21:44:38 593277,-7.1,-6.2,2.8,0.1,0,0.1,85,9.833107342,0.141421356,0.3,0.141421356,0
21:44:39 227716,-7.1,-6.2,2.5,0,0,0,85,9.751922887,0,0.1,0,0
21:44:39 584611,-7.1,-6.2,2.6,0,0,0,85,9.778036613,0,0.2,0,0
21:44:40 249388,-6.9,-6.2,2.6,0,0,0,85,9.633794683,0,19.42858718,5.683308895,0
21:44:40 706487,12,-6.3,7.1,-2.3,-4.5,2.6,85,15.30032679,5.683308895,24.52039967,0,1
21:44:41 381167,-11,-9.9,-0.6,-2.3,-4.5,2.6,85,14.81114445,5.683308895,6.33245608,5.396295025,1
21:44:41 914692,-5.7,-7.5,1.9,-0.3,-0.1,0.2,85,9.609890738,0.374165739,0.734846923,0,0
21:44:42 433715,-5.8,-7.7,1.2,-0.3,-0.1,0.2,85,9.714422268,0.374165739,0.458257569,0.469041576,0
21:44:42 729632,-6.2,-7.9,1.3,0,0.1,-0.1,85,10.12620363,0.141421356,0.447213595,0,0
21:44:43 628790,-5.8,-7.9,1.1,0,0.1,-0.1,86,9.862048469,0.141421356,0.223606798,0.141421356,0
21:44:44 011733,-5.9,-7.7,1.1,0,0,0,86,9.762684057,0,0.3,0,0
21:44:44 615237,-5.8,-7.9,0.9,0,0,0,86,9.841747812,0,8.507643622,0,0
21:44:45 269072,-14,-6.2,2.4,0,0,0,86,15.49838701,0,7.021395873,1.558845727,0
21:44:45 453071,-7.2,-7.7,3.3,-1.3,0.5,0.7,86,11.04626634,1.558845727,2.163330765,0,0
21:44:46 110167,-6.4,-7.9,1.3,-1.3,0.5,0.7,86,10.24987805,1.558845727,9.693296653,2.204540769,1
21:44:46 803419,-2.8,-2.5,8.5,0.8,0.2,0.1,86,9.291931984,0.830662386,3.374907406,0,0
21:44:47 348185,-4.5,0.4,8.8,0.8,0.2,0.1,86,9.891915891,0.830662386,0.728010989,0.854400375,0
21:44:47 913351,-4.3,1.1,8.8,0,-0.1,0.1,86,9.855962662,0.141421356,2.626785107,0,0
21:44:48 545938,-1.8,1,9.6,0,-0.1,0.1,86,9.818350167,0.141421356,2.880972058,2.692582404,0
19:15:44 797532,0.9,2,9.5,-1.5,-1.1,-1.9,87,9.749871794,2.65894716,2.519920634,0,0
19:15:45 204472,0.8,-0.5,9.8,-1.5,-1.1,-1.9,87,9.845303449,2.65894716,0.412310563,2.501999201,0
19:15:45 558022,0.8,-0.9,9.7,-0.3,0,0,87,9.774456507,0.3,0.223606798,0.3,0
19:15:46 182453,0.9,-1.1,9.7,0,0,0,87,9.803570778,0,0,0,0
19:15:46 576483,0.9,-1.1,9.7,0,0,0,87,9.803570778,0,2.792848009,1.523154621,0
19:15:47 040796,2.3,-2.1,7.5,0,0.6,1.4,87,8.120960534,1.523154621,4.973932046,0,0
19:15:47 571642,-2.2,-1.4,9.5,0,0.6,1.4,87,9.85139584,1.523154621,2.780287755,1.449137675,0
19:15:48 234706,-4.4,-2.9,8.7,-0.5,0.2,0.1,87,10.17152889,0.547722558,1.658312395,0,0
19:15:48 802113,-3.5,-4.2,8.2,-0.5,0.2,0.1,87,9.855455342,0.547722558,0.424264069,0.447213595,0
19:15:49 473944,-3.1,-4.3,8.1,-0.1,0,0.1,86,9.680392554,0.141421356,0.2,0,0
19:15:50 023077,-3.3,-4.3,8.1,-0.1,0,0.1,86,9.746281342,0.141421356,0,0.141421356,0
19:15:50 534974,-3.3,-4.3,8.1,0,0,0,86,9.746281342,0,0.1,0,0
19:15:51 129278,-3.3,-4.2,8.1,0,0,0,86,9.702576977,0,0.3,0,0
19:15:51 651602,-3.3,-4.5,8.1,0,0,0,86,9.836157786,0,0,0,0
19:15:52 827596,-3.3,-4.5,8.1,0,0,0,86,9.836157786,0,44.38164035,0,0
19:15:52 950209,36.4,11.3,20.1,0,0,0,86,43.08897771,0,47.19417337,4.328972164,1
19:15:53 396062,-5.4,-5.3,5.8,-3.7,1.2,1.9,86,9.533624704,4.328972164,2.416609195,0,0
19:15:53 672796,-4.6,-7.1,4.4,-3.7,1.2,1.9,86,9.535722311,4.328972164,0.877496439,4.588027899,0
19:15:54 341783,-5.1,-6.5,4.8,0.3,0,0,87,9.555103348,0.3,3.780211634,0,0
19:15:54 946455,-8.1,-6.5,7.1,0.3,0,0,87,12.58054053,0.3,16.13474512,4.548626166,0
19:15:55 389083,-1,7.9,8.7,4.5,-1.6,0.7,87,11.7940663,4.827007354,15.22924818,0,0
19:15:55 912240,-0.5,-7.3,7.9,4.5,-1.6,0.7,87,10.76800817,4.827007354,5.561474625,5.177837386,0
19:15:56 530302,-4.9,-7.4,4.5,-0.1,0.6,-0.2,88,9.950879358,0.640312424,0.412310563,0.640312424,0
19:15:57 068824,-4.6,-7.2,4.7,0,0,0,88,9.751410154,0,0.244948974,0,0
19:15:57 669607,-4.7,-7,4.6,0,0,0,88,9.604686356,0,0.244948974,0,0
19:15:58 054066,-4.5,-7.1,4.7,0,0,0,88,9.630680142,0,0.173205081,0,0
19:15:58 672206,-4.6,-7.2,4.6,0,0,0,88,9.703607577,0,0.173205081,0,0
19:15:59 146703,-4.7,-7.1,4.5,0,0,0,88,9.630680142,0,0.223606798,0,0
19:15:59 676651,-4.7,-7.3,4.6,0,0,0,88,9.825477088,0,0.1,0,0
19:16:00 291006,-4.7,-7.2,4.6,0,0,0,92,9.751410154,0,0.141421356,0,0
19:16:00 642298,-4.6,-7.1,4.6,0,0,0,92,9.629641738,0,0.141421356,0,0
19:16:01 348066,-4.6,-7.2,4.5,0,0,0,94,9.656603958,0,9.222255689,0,0
19:16:01 967053,-13.5,-8.2,6.7,0,0,0,94,17.15750565,0,19.75980769,5.853204251,1
19:16:02 475165,3.7,1.2,9.2,5.3,-1.6,1.9,95,9.98849338,5.853204251,15.26859522,6.156297589,0
19:16:03 084642,-8.1,-7.1,4.2,-0.2,0.2,-0.2,95,11.56114181,0.346410162,2.317326045,0,0
19:16:03 591886,-6.1,-6,4.6,-0.2,0.2,-0.2,95,9.714422268,0.346410162,0.173205081,0.346410162,0
19:16:04 208185,-6,-6.1,4.7,0,0,0,95,9.762171889,0,0.141421356,0,0
19:16:04 785711,-6,-6.2,4.6,0,0,0,95,9.777525249,0,0.3,0,0
19:16:05 167675,-5.8,-6.1,4.8,0,0,0,95,9.689685237,0,0.282842712,0,0
19:16:05 734262,-5.8,-6.3,4.6,0,0,0,95,9.72059669,0,0,0,0
19:16:06 348575,-5.8,-6.3,4.6,0,0,0,95,9.72059669,0,23.24585985,6.354525946,0
19:16:07 072234,17.3,-8.9,4.6,-1.3,0.5,-6.2,95,19.99149819,6.354525946,22.51466189,0,1
19:16:07 419396,-4.8,-4.6,4.5,-1.3,0.5,-6.2,95,8.028075735,6.354525946,2.733130074,6.621933252,0
19:16:08 015778,-5.5,-6.9,3.2,-0.1,0.1,0.3,95,9.386160024,0.331662479,0.435889894,0,0
19:16:08 484144,-5.6,-7.2,3.5,-0.1,0.1,0.3,95,9.769851585,0.331662479,0.173205081,0.331662479,0
19:16:09 059350,-5.7,-7.1,3.6,0,0,0,95,9.790812019,0,0.173205081,0,0
19:16:09 564054,-5.6,-7,3.5,0,0,0,95,9.623408959,0,0.1,0,0
19:16:10 185473,-5.6,-7.1,3.5,0,0,0,95,9.696391081,0,0.223606798,0,0
19:16:10 818969,-5.5,-7.1,3.7,0,0,0,95,9.713392816,0,0.509901951,0.1,0
19:16:10 993640,-5.8,-7.2,3.3,0,0.1,0,95,9.816822296,0.1,12.77693234,3.615245497,0
19:16:11 777144,-17.9,-4.2,0.5,2.3,-2.6,0.7,95,18.39293343,3.541186242,22.87203533,0,1
19:16:12 318313,3.3,-5.4,9,2.3,-2.6,0.7,95,11.00227249,3.541186242,12.63249777,3.641428291,0
19:16:13 031327,-6.9,-6.9,1.7,-0.2,0,0.2,95,9.905049217,0.282842712,0.565685425,0,0
19:16:13 557256,-6.5,-6.9,2.1,-0.2,0,0.2,96,9.709273917,0.282842712,0.316227766,0.282842712,0
19:16:14 184557,-6.4,-7.2,2.1,0,0,0,96,9.859513173,0,0.141421356,0,0
19:16:14 744247,-6.3,-7.1,2.1,0,0,0,95,9.721625379,0,0.223606798,0,0
19:16:14 947799,-6.4,-7.1,1.9,0,0,0,95,9.745768312,0,0.2,0,0
19:16:15 639882,-6.4,-7.1,2.1,0,0,0,95,9.786725704,0,0.141421356,0.1,0
19:16:16 222616,-6.3,-7,2.1,0.1,0,0,95,9.648834126,0.1,6.088513776,0,0
19:16:16 706434,-10.4,-6.9,6.6,0.1,0,0,95,14.11842767,0.1,7.814729682,6.276145314,1
19:16:17 261690,-3.5,-3.4,5.5,6.2,-0.7,1.3,95,7.352550578,6.373382148,5.282045058,6.59241989,0
19:16:17 719014,-8.4,-5.1,6.5,-0.2,-0.2,-0.2,95,11.78218995,0.346410162,3.19217794,0,0
19:16:18 325623,-6.1,-5.8,4.4,-0.2,-0.2,-0.2,95,9.497894504,0.346410162,0.360555128,0.3,0
19:16:18 853548,-6.1,-6.1,4.6,-0.1,0,0,95,9.776502442,0.1,0.331662479,0,0
19:16:19 437700,-6,-6,4.9,-0.1,0,0,95,9.798469268,0.1,0.141421356,0.1,0
19:16:20 084622,-6.1,-6,4.8,0,0,0,95,9.810708435,0,0.244948974,0,0
19:16:20 259795,-6,-6.2,4.7,0,0,0,95,9.824968193,0,0.1,0,0
19:16:20 906984,-6,-6.2,4.6,0,0,0,95,9.777525249,0,1.637070554,0,0
19:16:21 546357,-6.6,-5.6,6,0,0,0,95,10.53185644,0,12.19057013,5.598214001,0
19:16:22 271400,5,-6.2,9.7,4.9,-0.2,-2.7,95,12.55109557,5.598214001,11.66533326,5.738466694,1
19:16:22 740684,-6,-5.4,5.9,-0.1,0.1,0.1,95,9.998499887,0.173205081,0.509901951,0,0
19:16:23 318086,-5.9,-4.9,5.9,-0.1,0.1,0.1,95,9.676259608,0.173205081,0.3,0.1,0
19:16:23 907458,-6,-5.1,5.7,-0.1,0.1,0,95,9.721111048,0.141421356,0.1,0,0
19:16:24 152162,-6,-5.2,5.7,-0.1,0.1,0,95,9.773944956,0.141421356,0.3,0.223606798,0
19:16:24 925023,-5.8,-5,5.8,0.1,0,0,95,9.606247967,0.1,0.141421356,0,0
19:16:25 409917,-5.9,-5.1,5.8,0.1,0,0,96,9.719053452,0.1,0,0.1,0
19:16:26 024333,-5.9,-5.1,5.8,0,0,0,96,9.719053452,0,0.173205081,0,0
19:16:26 459872,-6,-5,5.9,0,0,0,97,9.788258272,0,8.248636251,2.994995826,0
19:16:26 994446,1.8,-3.8,3.5,1.6,-2.5,-0.4,97,5.470831747,2.994995826,10.14790619,3.548239,0
19:16:27 574066,-6.1,-6.2,9.4,-0.1,0.6,-0.7,99,12.8066389,0.92736185,3.337663854,0,1
19:16:28 139337,-5.7,-5.9,6.1,-0.1,0.6,-0.7,99,10.22301325,0.92736185,0.519615242,0.92736185,0
19:16:28 654199,-5.8,-5.8,5.6,0,0,0,99,9.931767214,0,0.173205081,0,0
19:16:29 521483,-5.7,-5.7,5.5,0,0,0,100,9.758585963,0,0.173205081,0,0
19:16:29 645293,-5.8,-5.6,5.6,0,0,0,100,9.816312953,0,0.1,0,0
19:16:30 301596,-5.8,-5.5,5.6,0,0,0,100,9.759610648,0,0.223606798,0,0
19:16:30 823696,-5.7,-5.7,5.6,0,0,0,100,9.815294188,0,0.591607978,0,0
19:16:31 461876,-6.2,-5.8,5.3,0,0,0,99,10.00849639,0,48.94711432,0.81240384,0
19:16:31 990664,39.2,-12.3,22.4,-0.1,-0.4,0.7,99,46.79412356,0.81240384,44.68623949,0,1
19:16:32 638549,-1.8,-9.2,4.9,-0.1,-0.4,0.7,99,10.57780696,0.81240384,7.523961722,2.420743687,0
19:16:32 851535,-6.2,-3.4,6.8,-0.2,-0.1,3.1,99,9.810198775,3.108054054,0.374165739,3.10322413,0
19:16:33 638268,-6.3,-3.7,6.6,-0.1,0,0,99,9.845811292,0.1,0.1,0,0
19:16:34 085763,-6.3,-3.7,6.5,-0.1,0,0,99,9.779059259,0.1,0.1,0.1,0
19:16:34 715514,-6.3,-3.6,6.5,0,0,0,97,9.741663102,0,0.223606798,0,0
19:16:35 300777,-6.3,-3.4,6.4,0,0,0,97,9.602603814,0,0.316227766,0.141421356,0
19:16:35 534894,-6.6,-3.5,6.4,-0.1,0.1,0,97,9.837174391,0.141421356,0.223606798,0,0
19:16:36 289586,-6.5,-3.5,6.6,-0.1,0.1,0,97,9.902524931,0.141421356,14.94289129,0.141421356,0
19:16:36 819569,-5.7,8.9,14.9,0,0,0,97,18.26773111,0,12.9444969,0,0
19:16:37 377822,-3.3,-1.3,7.3,0,0,0,97,8.116033514,0,6.583312236,4.207136794,0
19:16:37 985098,-7,-5.1,3.4,-3.1,-0.5,2.8,97,9.304300081,4.207136794,0.721110255,4.207136794,1
19:16:38 223202,-7,-5.7,3.8,0,0,0,97,9.794386147,0,0.141421356,0,0
19:16:38 911837,-6.9,-5.7,3.9,0,0,0,97,9.762684057,0,0.141421356,0,0
19:16:39 584399,-6.8,-5.6,3.9,0,0,0,97,9.633794683,0,0.1,0,0
