|,|__ax,|__ay,|__az,|__gx,|__gy,|__gz,|__h,ACC_N,GYRO,EA,EG,label
19:16:40 249261,-6.9,-5.6,3.9,0,0,0,97,9.704638066,0,0.223606798,0,0
19:16:40 629997,-6.9,-5.8,3.8,0,0,0,97,9.782126558,0,0.3,0,0
19:16:41 173005,-7,-5.6,4,0,0,0,97,9.816312953,0,10.34698024,0,0
19:16:41 852080,-9.9,4.3,3.2,0,0,0,97,11.25788612,0,17.33118576,0,0
19:16:42 210044,2,-8.3,3.2,0,0,0,98,9.117565465,0,9.058697478,2.53179778,0
19:16:42 962022,-7,-7.4,3.7,0.1,0.8,2.4,98,10.83743512,2.53179778,1.15758369,2.563201124,1
19:16:43 281942,-6.4,-6.7,3,0.1,-0.1,0,98,9.739096467,0.141421356,0.141421356,0,0
19:16:44 003439,-6.4,-6.6,3.1,0.1,-0.1,0,98,9.702061637,0.141421356,0.1,0.141421356,0
19:16:44 499687,-6.3,-6.6,3.1,0,0,0,98,9.636389365,0,0.141421356,0,0
19:16:44 877659,-6.4,-6.7,3.1,0,0,0,98,9.77036335,0,0.141421356,0,0
19:16:45 471017,-6.5,-6.6,3.1,0,0,0,98,9.768316129,0,0.173205081,0,0
19:16:46 055489,-6.4,-6.7,3.2,0,0,0,98,9.802550688,0,4.196427052,0.1,0
19:16:47 083458,-7.8,-8.1,6.9,-0.1,0,0,98,13.19318006,0.1,4.953786431,0,0
19:16:47 199258,-2.9,-7.4,7.1,-0.1,0,0,98,10.6573918,0.1,6.062177826,4.239103679,1
19:16:47 518259,-8.2,-4.5,6.6,-2.3,-1.7,3.2,98,11.44770719,4.291852747,3.206243908,0,0
19:16:48 253914,-6.6,-5.9,4.2,-2.3,-1.7,3.2,99,9.798469268,4.291852747,0.424264069,4.291852747,0
19:16:48 880182,-6.5,-6,3.8,0,0,0,99,9.627564593,0,0.331662479,0.1,0
19:16:49 302224,-6.8,-6.1,3.7,-0.1,0,0,99,9.855962662,0.1,0.2,0,0
19:16:49 872372,-6.8,-5.9,3.7,-0.1,0,0,99,9.733447488,0.1,0.223606798,0.1,0
19:16:50 561076,-6.7,-6.1,3.7,0,0,0,99,9.787236586,0,0.1,0,0
19:16:50 776789,-6.7,-6,3.7,0,0,0,99,9.725224933,0,2.60959767,0.905538514,0
19:16:51 661649,-8.1,-3.8,3.6,-0.9,0,-0.1,99,9.644169223,0.905538514,17.96969671,0,0
19:16:52 044050,7.8,-12.1,2.5,-0.9,0,-0.1,99,14.6116392,0.905538514,16.91005618,2.922327839,1
19:16:52 665855,-7.7,-5.4,1.6,0.6,1,2.2,99,9.539916142,2.48997992,2.673948391,0,0
19:16:53 162631,-6.2,-7.5,2.3,0.6,1,2.2,99,9.99899995,2.48997992,0.374165739,2.42899156,0
19:16:53 836533,-6,-7.4,2,-0.1,0,0.1,99,9.734474819,0.141421356,0.1,0.141421356,0
19:16:54 023266,-6,-7.4,1.9,0,0,0,99,9.714422268,0,0.141421356,0,0
19:16:54 668670,-6,-7.5,2,0,0,0,99,9.810708435,0,0.1,0,0
19:16:55 333719,-6,-7.4,2,0,0,0,99,9.734474819,0,0,0,0
19:16:55 960515,-6,-7.4,2,0,0,0,99,9.734474819,0,1.539480432,0,0
19:16:56 562405,-6.4,-6.4,3.1,0,0,0,99,9.567131231,0,4.032369031,0,0
19:16:57 110935,-3.5,-6.3,5.9,0,0,0,99,9.313968005,0,4.7138095,4.073082371,1
19:16:57 680668,-7.2,-8.6,7.7,-1.3,-1.1,3.7,101,13.60477857,4.073082371,4.615192304,0,0
19:16:57 949211,-6.5,-6.6,3.6,-1.3,-1.1,3.7,101,9.938309715,4.073082371,0.331662479,4.106093034,1
19:16:58 607931,-6.4,-6.5,3.3,0.1,0,0,102,9.70051545,0.1,0.316227766,0.1,0
19:16:59 145399,-6.5,-6.5,3.6,0,0,0,102,9.872183143,0,0.141421356,0,0
19:16:59 750179,-6.5,-6.4,3.5,0,0,0,102,9.77036335,0,0,0,0
19:17:00 287342,-6.5,-6.4,3.5,0,0,0,102,9.77036335,0,0.1,0,0
19:17:00 910948,-6.5,-6.4,3.6,0,0,0,102,9.80663041,0,0.1,0,0
19:17:01 348927,-6.5,-6.3,3.6,0,0,0,102,9.741663102,0,0.953939201,0,0
19:17:01 934423,-7.4,-6.2,3.9,0,0,0,102,10.41201229,0,3.271085447,9.066973034,1
19:17:02 495257,-5.9,-4.9,6.5,2.1,0.6,-8.8,100,10.05335765,9.066973034,2.867054237,0,0
19:17:03 075892,-7.6,-5.1,4.2,2.1,0.6,-8.8,100,10.07025322,9.066973034,0.538516481,9.090654542,1
19:17:03 407879,-7.2,-5.4,4,-0.1,0,0,99,9.848857802,0.1,0.1,0,0
19:17:03 990559,-7.2,-5.4,3.9,-0.1,0,0,99,9.808669635,0.1,0.1,0.1,0
19:17:04 619079,-7.1,-5.4,3.9,0,0,0,99,9.735502041,0,0.141421356,0,0
19:17:05 173191,-7.2,-5.4,3.8,0,0,0,99,9.769339793,0,0.223606798,0,0
19:17:05 794414,-7.2,-5.6,3.7,0,0,0,99,9.843271814,0,0.748331477,0.141421356,0
19:17:06 270435,-7,-5,4.1,-0.1,-0.1,0,99,9.529428105,0.141421356,11.99916664,0,0
19:17:06 922307,-1.6,4.9,8.2,-0.1,-0.1,0,99,9.685556257,0.141421356,11.78346299,2.835489376,0
19:17:07 353399,-10.1,-2.9,5.8,-2.3,0.7,1.6,99,12.00249974,2.887905816,16.23607095,0,0
19:17:07 895964,-11.5,5.7,19.5,-2.3,0.7,1.6,99,23.34502088,2.887905816,13.25669642,13.95743529,1
19:17:08 485792,-7.2,-0.5,8.6,2.5,1.1,-11.5,99,11.22719912,11.81989848,13.81122732,0,0
19:17:09 007585,-18.7,4.6,2.9,2.5,1.1,-11.5,99,19.47459884,11.81989848,16.50151508,7.543871685,1
19:17:09 644948,-7.7,-7.7,2.8,2.6,-0.8,-4.2,99,11.24366488,5.003998401,18.89894177,3.310589071,1
19:17:09 852208,-2.3,2.3,17.9,2,2.4,-3.6,99,18.19313057,4.766550115,15.99187294,0,0
19:17:10 598038,-2.8,-7,4.9,2,2.4,-3.6,99,8.991662805,4.766550115,18.09668478,5.264028875,1
19:17:11 164534,-20.4,-2.8,5.2,1.5,-1.1,0.3,99,21.23770232,1.884144368,6.640783086,0,0
19:17:11 855555,-13.9,-1.5,4.8,1.5,-1.1,0.3,99,14.7817455,1.884144368,24.03851077,8.709190548,1
19:17:12 329301,8.9,-9.1,5.3,1.1,-1.1,-8.4,100,13.78803829,8.542833254,17.02057578,0,0
19:17:12 838116,-7.6,-6.3,2.2,1.1,-1.1,-8.4,100,10.11385189,8.542833254,1.063014581,8.518215776,1
19:17:13 279202,-6.6,-6.6,2.4,0.1,-0.1,0,100,9.637427043,0.141421356,0.331662479,0,0
19:17:13 918042,-6.9,-6.5,2.3,0.1,-0.1,0,100,9.754486147,0.141421356,0.640312424,0.412310563,0
19:17:14 487306,-7.1,-6.6,1.7,-0.3,0,0,100,9.841747812,0.3,0.244948974,0.316227766,0
19:17:14 937884,-7,-6.7,1.5,0,0,0.1,100,9.805100713,0.1,1.846618531,0,0
19:17:15 664182,-7.1,-7.1,3.3,0,0,0.1,99,10.56929515,0.1,1.208304597,0.141421356,0
19:17:16 155551,-7.2,-6.2,2.5,0.1,0,0,99,9.824968193,0.1,6.88912186,0,0
19:17:16 583785,-9.2,-8.7,8.6,0.1,0,0,99,15.30653455,0.1,9.815294188,7.655716818,1
19:17:17 144760,-0.9,-9.9,3.5,0.7,4,-6.5,101,10.53897528,7.664202503,8.465222974,0,0
19:17:17 779997,-7.5,-4.6,3.6,0.7,4,-6.5,101,9.506313691,7.664202503,16.83032977,7.595393341,1
19:17:18 242322,-8.2,10.5,-3.8,-0.3,0.2,0,103,13.85388032,0.360555128,22.86088362,0,0
19:17:18 888206,2,-8.2,4.5,-0.3,0.2,0,103,9.565040512,0.360555128,8.292767934,2.8,0
19:17:19 495954,-5.8,-7.4,1.8,-0.3,0.2,2.8,104,9.572878355,2.823118843,0.360555128,2.723967694,1
19:17:20 003975,-6.1,-7.2,1.8,0,0,0.1,104,9.606768447,0.1,0.360555128,0,0
19:17:20 299461,-6.1,-7.4,2.1,0,0,0.1,103,9.817331613,0.1,0.424264069,0.1,0
19:17:21 022606,-6.2,-7.3,1.7,0,0,0,103,9.727281223,0,0.424264069,0,0
19:17:21 682401,-5.8,-7.4,1.8,0,0,0,103,9.572878355,0,0.3,0,0
19:17:22 022629,-6.1,-7.4,1.8,0,0,0,103,9.757561171,0,0.141421356,0,0
19:17:22 671574,-6.2,-7.4,1.9,0,0,0,103,9.839207285,0,0.2,0,0
19:17:23 390109,-6,-7.4,1.9,0,0,0,104,9.714422268,0,0.173205081,0,0
19:17:23 701347,-6.1,-7.3,1.8,0,0,0,104,9.681941954,0,0.173205081,0,0
19:17:24 315979,-6.2,-7.4,1.9,0,0,0,104,9.839207285,0,0.223606798,0,0
19:17:24 874122,-6.3,-7.4,1.7,0,0,0,104,9.866103588,0,0.141421356,0,0
19:17:25 424841,-6.2,-7.3,1.7,0,0,0,102,9.727281223,0,0.141421356,0,0
19:17:26 038323,-6.3,-7.4,1.7,0,0,0,102,9.866103588,0,1.630950643,0,0
19:17:26 549258,-7.4,-6.5,2.5,0,0,0,102,10.16169277,0,7.602631123,9.628083922,1
19:17:27 151524,-0.6,-9.9,2.5,5.8,6.5,-4.1,102,10.22839186,9.628083922,8.710338685,0,0
19:17:27 628008,-8.1,-7.8,6.4,5.8,6.5,-4.1,102,12.93870164,9.628083922,4.817675788,9.77036335,1
19:17:28 143755,-7.1,-6.4,1.9,-0.3,0,-0.1,101,9.745768312,0.316227766,0.331662479,0,0
19:17:28 627193,-7,-6.5,2.2,-0.3,0,-0.1,101,9.802550688,0.316227766,0.223606798,0.360555128,0
19:17:29 238368,-7,-6.3,2.1,0,0,0.1,101,9.648834126,0.1,0.223606798,0.1,0
19:17:29 778822,-7,-6.4,2.3,0,0,0,101,9.759610648,0,0.141421356,0,0
19:17:30 286750,-7.1,-6.5,2.3,0,0,0,100,9.896969233,0,0.141421356,0,0
19:17:30 851025,-7.1,-6.4,2.2,0,0,0,100,9.808669635,0,0.1,0,0
19:17:31 345404,-7.1,-6.3,2.2,0,0,0,100,9.743715924,0,7.947955712,10.07472084,0
19:17:32 029445,-3.1,-1.7,7.3,5.8,-1.5,-8.1,100,8.111103501,10.07472084,8.12773031,0,0
19:17:32 533980,-9.6,1.7,10.8,5.8,-1.5,-8.1,100,14.54957044,10.07472084,9.530477428,10.28153685,1
19:17:33 106814,-7.1,-5,4.5,-0.3,0.2,0,100,9.780593029,0.360555128,0.374165739,0,0
19:17:33 561367,-7,-5.2,4.2,-0.3,0.2,0,100,9.678842906,0.360555128,0.538516481,0.3,0
19:17:34 126764,-7,-5.7,4,-0.1,0,-0.1,100,9.873702446,0.141421356,0,0.141421356,0
19:17:34 691359,-7,-5.7,4,0,0,0,100,9.873702446,0,0.2,0,0
19:17:35 169336,-7,-5.7,3.8,0,0,0,100,9.794386147,0,0,0,0
19:17:35 610981,-7,-5.7,3.8,0,0,0,100,9.794386147,0,0.223606798,0,0
19:17:36 379204,-7,-5.8,4,0,0,0,100,9.931767214,0,12.77106104,3.852272057,0
19:17:36 798399,4.7,-6.9,9,3.4,-0.2,-1.8,100,12.27599283,3.852272057,15.90974544,0,0
19:17:37 426048,-10.9,-4.9,6.6,3.4,-0.2,-1.8,100,13.65210606,3.852272057,4.596737974,4.148493703,1
19:17:38 002288,-7,-5.3,4.2,-0.2,0.3,0.2,100,9.732933782,0.412310563,0.374165739,0,0
19:17:38 528473,-7.1,-5.5,3.9,-0.2,0.3,0.2,99,9.791322689,0.412310563,0.282842712,0.412310563,0
19:17:39 063491,-6.9,-5.7,3.9,0,0,0,99,9.762684057,0,0.1,0,0
19:17:39 559569,-6.8,-5.7,3.9,0,0,0,99,9.692264957,0,0.282842712,0,0
19:17:40 079304,-6.8,-5.9,3.7,0,0,0,98,9.733447488,0,0.141421356,0,0
19:17:40 713598,-6.9,-6,3.7,0,0,0,98,9.864076237,0,0.1,0,0
19:17:41 192228,-6.9,-5.9,3.7,0,0,0,97,9.803570778,0,29.59155285,2.282542442,0
19:17:41 799660,21,-7,13.5,-0.3,-1.6,-1.6,97,25.92778432,2.282542442,29.68737105,0,0
19:17:42 522605,-6.4,-5.3,2.2,-0.3,-1.6,-1.6,98,8.595929269,2.282542442,2.443358345,2.974894956,1
19:17:42 829328,-5.6,-7.6,2,-0.2,0.6,0.4,98,9.649870465,0.748331477,0.458257569,0,0
19:17:43 330909,-6,-7.4,1.9,-0.2,0.6,0.4,102,9.714422268,0.748331477,0.141421356,0.748331477,0
19:17:43 986568,-6.1,-7.4,2,0,0,0,102,9.79642792,0,0.173205081,0,0
19:17:44 469071,-6,-7.3,1.9,0,0,0,103,9.638464608,0,0.3,0,0
19:17:45 024147,-6.2,-7.4,1.7,0,0,0,103,9.802550688,0,0.173205081,0,0
19:17:45 672110,-6.1,-7.5,1.8,0,0,0,103,9.833615815,0,0.141421356,0,0
19:17:46 106913,-6.1,-7.4,1.7,0,0,0,104,9.739609848,0,8.614522622,6.576473219,1
19:17:46 742492,-0.3,-1.5,4.1,6.4,1.5,0.2,104,4.376071297,6.576473219,11.62153174,0,0
19:17:47 304478,-11.8,-3.1,4.6,6.4,1.5,0.2,103,13.03878829,6.576473219,8.839683252,5.234500931,1
19:17:47 890144,-4,-2.4,8.7,1.6,-0.5,0.8,103,9.871676656,1.857417562,4.019950248,0,0
19:17:48 214130,-2.4,1.2,9.5,1.6,-0.5,0.8,103,9.871676656,1.857417562,2.942787794,4.3829214,0
19:42:19 211935,-4.8,2.5,8.4,-1.8,-1.1,-1.9,76,9.992497185,2.839013913,0.3,0,0
19:42:19 569471,-4.7,2.7,8.2,-1.8,-1.1,-1.9,76,9.829547294,2.839013913,0.316227766,2.839013913,0
19:42:19 911313,-4.7,2.4,8.3,0,0,0,76,9.835649445,0,0.1,0,0
19:42:20 721544,-4.7,2.4,8.4,0,0,0,76,9.92018145,0,0.316227766,0,0
19:42:20 906933,-4.6,2.1,8.4,0,0,0,76,9.804590761,0,1.140175425,0.469041576,0
19:42:21 472084,-5.5,1.4,8.4,-0.3,0.3,-0.2,76,10.13755395,0.469041576,3.064310689,0,0
19:42:22 064225,-6.2,-1.5,7.7,-0.3,0.3,-0.2,76,9.99899995,0.469041576,0.714142843,0.360555128,0
19:42:22 590007,-6.1,-2,7.2,-0.3,0,0,77,9.646242792,0.3,0.3,0,0
19:42:23 190517,-6.3,-2.2,7.3,-0.3,0,0,77,9.890399385,0.3,0.244948974,0.223606798,0
19:42:23 704113,-6.4,-2.1,7.1,-0.1,0.1,0,77,9.786725704,0.141421356,0.244948974,0,0
19:42:24 380718,-6.5,-2.2,6.9,-0.1,0.1,0,77,9.731392501,0.141421356,10.6780148,0.1,0
19:42:24 658833,-13.6,4.7,10.9,-0.1,0,0,77,18.05159273,0.1,7.749838708,2.319482701,1
19:42:25 367363,-13.1,-1.2,5.9,-2.2,0.4,0.9,77,14.41735066,2.410394159,7.389857915,0,0
19:42:25 945390,-6.5,-4.5,5.5,-2.2,0.4,0.9,77,9.630680142,2.410394159,0.640312424,2.410394159,0
19:42:26 539346,-6.9,-4,5.5,0,0,0,77,9.688137076,0,0.173205081,0,0
19:42:27 027695,-6.8,-4.1,5.6,0,0,0,77,9.716480844,0,0.223606798,0,0
19:42:27 678031,-7,-4,5.6,0,0,0,77,9.816312953,0,0.3,0,0
19:42:28 263607,-6.8,-4.2,5.5,0,0,0,77,9.702061637,0,0.374165739,0,0
19:42:28 622049,-7.1,-4.3,5.3,0,0,0,77,9.848350116,0,0.244948974,0,0
19:42:29 185601,-7,-4.2,5.5,0,0,0,77,9.843271814,0,10.01648641,0.173205081,0
19:42:29 766891,-14.2,2.6,7,-0.1,-0.1,0.1,77,16.04369035,0.173205081,0.754983444,0,1
19:42:30 379732,-14,1.9,7.2,-0.1,-0.1,0.1,77,15.85717503,0.173205081,10.20392082,0.538516481,0
19:42:30 747843,-7.4,-5.1,3.8,0.4,0.1,0.1,79,9.757561171,0.424264069,0.640312424,0.519615242,0
19:42:31 315389,-7,-5.4,4.2,-0.1,0,0,79,9.787747443,0.1,0.223606798,0,0
19:42:31 889810,-6.9,-5.4,4.4,-0.1,0,0,78,9.804590761,0.1,0.1,0.1,0
19:42:32 521541,-6.9,-5.3,4.4,0,0,0,79,9.749871794,0,0.2,0,0
19:42:33 080064,-6.9,-5.5,4.4,0,0,0,79,9.860020284,0,0.141421356,0.141421356,0
19:42:33 641791,-6.8,-5.4,4.4,0,0.1,-0.1,79,9.734474819,0.141421356,0.223606798,0,0
19:42:34 145271,-7,-5.3,4.4,0,0.1,-0.1,79,9.820896089,0.141421356,4.013726448,0.663324958,0
19:42:34 648667,-8.1,-1.6,5.5,0.2,-0.5,0.1,79,9.92068546,0.547722558,4.814561247,0,0
19:42:35 150626,-10.7,-5.5,4.4,0.2,-0.5,0.1,79,12.81015222,0.547722558,3.92173431,0.848528137,1
19:42:35 722842,-7,-6,3.2,-0.4,0.1,0.1,80,9.759098319,0.424264069,0.871779789,0.591607978,0
19:42:36 354821,-6.4,-6.6,3.4,0.1,-0.2,0,80,9.802040604,0.223606798,0.2,0,0
19:42:36 926343,-6.2,-6.6,3.4,0.1,-0.2,0,80,9.672641831,0.223606798,0.282842712,0.223606798,0
19:42:37 506265,-6.4,-6.6,3.2,0,0,0,80,9.734474819,0,0.5,0,0
19:42:37 711390,-6.4,-6.9,2.8,0,0,0,80,9.818859404,0,0.141421356,0,0
19:42:38 469900,-6.4,-6.8,2.7,0,0,0,81,9.72059669,0,0.173205081,0,0
19:42:39 039742,-6.5,-6.9,2.6,0,0,0,81,9.829547294,0,2.607680962,0,0
19:42:39 712077,-7.9,-6.9,4.8,0,0,0,81,11.53516363,0,3.997499218,0,0
19:42:40 256581,-4.4,-7.6,3,0,0,0,81,9.280086206,0,3.552463934,4.220189569,0
19:42:40 392079,-7.1,-5.4,3.7,-2.6,-2.3,2.4,83,9.657121724,4.220189569,0.640312424,4.166533331,1
19:42:41 212612,-7,-6,3.9,0,-0.1,0,83,10.01049449,0.1,0.374165739,0,0
19:42:41 773433,-6.8,-5.7,3.8,0,-0.1,0,83,9.652460826,0.1,0.412310563,0.1,0
19:42:42 361399,-6.8,-5.6,4.2,0,0,0,83,9.759098319,0,0.244948974,0,0
19:42:42 914201,-6.7,-5.7,4.4,0,0,0,84,9.835649445,0,0.223606798,0,0
19:42:43 479650,-6.7,-5.6,4.2,0,0,0,84,9.689685237,0,0.244948974,0,0
19:42:43 710064,-6.6,-5.7,4.4,0,0,0,84,9.767804257,0,3.911521443,0,0
19:42:44 440099,-5.8,-2.8,6.9,0,0,0,84,9.438749917,0,11.18123428,0,0
19:42:45 190982,4.1,-7.9,7.9,0,0,0,84,11.90084031,0,11.51694404,4.996999099,1
19:42:45 597840,-6.7,-4.7,5.5,1.2,-1.2,4.7,84,9.860527369,4.996999099,0,0,0
19:42:46 183403,-6.7,-4.7,5.5,1.2,-1.2,4.7,84,9.860527369,4.996999099,1.081665383,4.996999099,0
19:42:46 733876,-6.5,-4,6.3,0,0,0,84,9.896464015,0,0.374165739,0.1,0
19:42:47 190754,-6.3,-4.3,6.2,-0.1,0,0,84,9.829547294,0.1,0.424264069,0,0
19:42:47 749498,-6.2,-4.7,6.1,-0.1,0,0,84,9.886354232,0.1,0.316227766,0.141421356,0
19:42:48 281432,-6.2,-4.8,5.8,0,0,-0.1,84,9.752948272,0.1,0.509901951,0,0
19:42:48 890732,-6.2,-5.3,5.9,0,0,-0.1,85,10.06677704,0.1,3.786819246,0.141421356,0
19:42:49 509842,-7.9,-4.2,9.1,-0.1,0,0,85,12.76166133,0.1,9.105492848,0,0
19:42:50 746994,-1,-8.5,5,-0.1,0,0,85,9.912113801,0.1,6.868769904,3.942080669,1
19:42:50 877579,-6.7,-4.7,5.5,-3.3,-1.3,1.9,85,9.860527369,4.023679908,0.447213595,0,0
19:42:51 085986,-6.9,-4.7,5.1,-3.3,-1.3,1.9,85,9.783148777,4.023679908,0.223606798,4.023679908,1
19:42:51 556042,-6.9,-4.8,5.3,0,0,0,85,9.93680029,0,0.223606798,0,0
19:42:52 161398,-6.9,-4.9,5.1,0,0,0,85,9.880789442,0,0.141421356,0,0
19:42:52 721957,-6.9,-4.8,5,0,0,0,85,9.780081799,0,0.141421356,0,0
19:42:53 321767,-7,-4.7,5,0,0,0,85,9.802550688,0,0.173205081,0,0
19:42:53 915000,-7.1,-4.8,4.9,0,0,0,85,9.872183143,0,1.445683229,0.141421356,0
19:42:54 122004,-8.5,-4.6,5.2,0,0.1,-0.1,85,10.97497153,0.141421356,11.42365966,0,0
19:42:54 881981,1.5,-0.5,8.9,0,0.1,-0.1,86,9.039358384,0.141421356,10.74150827,2.111871208,0
19:42:55 447197,-7.7,-4.8,5.4,-1.5,0.6,1.3,86,10.55888252,2.073644135,1.974841766,2.002498439,0
19:42:56 161151,-6.7,-5.9,4.1,-0.1,0,0,86,9.823950326,0.1,0.509901951,0,0
19:42:56 550738,-6.6,-5.6,3.7,-0.1,0,0,86,9.41328848,0.1,0.608276253,0.141421356,0
19:42:57 189698,-6.7,-5.6,4.3,0,0,-0.1,86,9.733447488,0.1,0.412310563,0,0
19:42:57 437430,-6.5,-5.9,4.5,0,0,-0.1,87,9.864583113,0.1,0.244948974,0.173205081,0
19:42:58 250585,-6.4,-6.1,4.4,-0.1,-0.1,0,87,9.875727821,0.141421356,0.316227766,0,0
19:42:58 773615,-6.5,-5.8,4.4,-0.1,-0.1,0,88,9.759610648,0.141421356,0.141421356,0.141421356,0
19:42:59 293286,-6.6,-5.9,4.4,0,0,0,88,9.885848471,0,22.2555611,0,0
19:42:59 952083,-12.7,5.2,22.7,0,0,0,89,26.52583646,0,18.35565308,3.43220046,0
19:43:00 091071,-6.3,-3.4,7.8,-2.8,1.5,-1.3,89,10.58725649,3.43220046,4.837354649,0,1
19:43:00 880282,-7.1,-6,3.8,-2.8,1.5,-1.3,89,10.04241007,3.43220046,0.374165739,3.436568055,0
19:43:01 569153,-7,-5.7,3.6,0.1,0.1,-0.1,89,9.718538985,0.173205081,0.1,0.1,0
19:43:01 890196,-7,-5.7,3.7,0,0.1,-0.1,89,9.75602378,0.141421356,0.5,0,0
19:43:02 527327,-7,-6,3.3,0,0.1,-0.1,89,9.792343948,0.141421356,0.1,0.223606798,0
19:43:02 823217,-7.1,-6,3.3,0,0,0.1,89,9.864076237,0.1,0.244948974,0,0
19:43:03 526085,-7.2,-5.8,3.4,0,0,0.1,89,9.850888285,0.1,0.244948974,0.1,0
19:43:04 130106,-7.3,-5.9,3.6,0,0,0,89,10.05286029,0,17.28930305,0,0
19:43:04 684499,-15.5,-6.7,18.8,0,0,0,89,25.27014048,0,18.51512895,9.861541462,1
19:43:05 182602,-8.6,0.5,3.2,6.2,1.6,-7.5,89,9.189668112,9.861541462,3.901281841,0,0
19:43:05 828226,-8.7,-3.4,3.2,6.2,1.6,-7.5,91,9.873702446,9.861541462,0.640312424,9.774456507,0
19:43:06 216661,-8.3,-3.7,3.6,-0.1,0,-0.2,91,9.774456507,0.223606798,0.98488578,0,0
19:43:06 761671,-8.3,-4.6,3.2,-0.1,0,-0.2,91,10.0144895,0.223606798,0.360555128,0.3,0
19:43:07 479820,-8.3,-4.3,3.4,0.1,-0.1,0,91,9.946858801,0.141421356,0.331662479,0.141421356,0
19:43:08 031862,-8,-4.2,3.5,0.1,0,0.1,91,9.689685237,0.141421356,0.244948974,0,0
19:43:08 504902,-8.2,-4.3,3.4,0.1,0,0.1,91,9.863569334,0.141421356,0.1,0.141421356,0
19:43:08 812249,-8.2,-4.2,3.4,0,0,0,91,9.820386958,0,0.1,0,0
19:43:09 547976,-8.2,-4.1,3.4,0,0,0,91,9.778036613,0,28.63895948,1.658312395,1
19:43:10 104755,-7.3,-30.4,-7.9,1.5,-0.7,0.1,91,32.24686031,1.658312395,28.94995682,0,1
19:43:10 707942,-8.2,-4.4,4.8,1.5,-0.7,0.1,92,10.47091209,1.658312395,0.787400787,2.184032967,0
19:43:11 314261,-7.5,-4.7,4.6,-0.4,0.3,-0.3,92,9.974968672,0.583095189,0.223606798,0.519615242,0
19:43:11 796764,-7.3,-4.8,4.6,-0.1,0,0,92,9.873702446,0.1,0.141421356,0,0
19:43:12 447788,-7.3,-4.7,4.5,-0.1,0,0,92,9.779059259,0.1,0.1,0.1,0
19:43:12 682167,-7.3,-4.7,4.6,0,0,0,92,9.825477088,0,0.141421356,0,0
19:43:13 395749,-7.3,-4.8,4.5,0,0,0,92,9.827512401,0,0.173205081,0,0
19:43:14 007756,-7.4,-4.9,4.6,0,0,0,92,9.996499387,0,0.331662479,0,0
19:43:14 509708,-7.3,-4.6,4.5,0,0,0,92,9.731392501,0,0.1,0,0
19:43:15 161186,-7.3,-4.6,4.6,0,0,0,92,9.778036613,0,0.244948974,0,0
19:43:15 726225,-7.4,-4.8,4.5,0,0,0,93,9.902019996,0,0.223606798,0,0
19:43:16 288456,-7.3,-4.6,4.5,0,0,0,93,9.731392501,0,0.1,0.1,0
19:43:16 560740,-7.4,-4.6,4.5,-0.1,0,0,93,9.80663041,0.1,0.1,0,0
19:43:17 366303,-7.4,-4.7,4.5,-0.1,0,0,93,9.853933225,0.1,0.1,0.1,0
19:43:17 745144,-7.4,-4.6,4.5,0,0,0,93,9.80663041,0,0.223606798,0,0
19:43:18 591255,-7.4,-4.8,4.4,0,0,0,93,9.856977224,0,0.1,0,0
19:43:18 768978,-7.4,-4.8,4.5,0,0,0,93,9.902019996,0,8.244392033,0,0
19:43:19 285209,-15,-1.8,5.6,0,0,0,93,16.11210725,0,14.67446762,3.903844259,1
19:43:19 774771,-0.8,-4.7,7.9,3.2,1,-2,93,9.2271339,3.903844259,7.353910524,0,0
19:43:20 389817,-7.2,-5.1,4.3,3.2,1,-2,93,9.815294188,3.903844259,1.118033989,4.095119046,0
19:43:21 090145,-6.8,-6.1,4,-0.2,-0.1,0,93,9.972462083,0.223606798,0.424264069,0,0
19:43:21 506970,-6.4,-6,4.1,-0.2,-0.1,0,93,9.683491106,0.223606798,0.360555128,0.223606798,0
19:43:22 084545,-6.7,-5.8,4.1,0,0,0,93,9.764220399,0,0.173205081,0.1,0
19:43:22 793132,-6.8,-5.9,4,0,-0.1,0,93,9.85139584,0.1,0.141421356,0,0
19:43:23 072509,-6.7,-6,4,0,-0.1,0,93,9.843271814,0.1,0.2,0.141421356,0
19:43:23 802663,-6.7,-5.8,4,0,0,-0.1,94,9.722653959,0.1,0.173205081,0,0
19:43:24 391388,-6.6,-5.9,4.1,0,0,-0.1,94,9.75602378,0.1,0.1,0.1,0
19:43:24 989126,-6.6,-5.9,4,0,0,0,94,9.714422268,0,0.141421356,0,0
19:43:25 466739,-6.6,-6,4.1,0,0,0,94,9.816822296,0,0.1,0,0
19:43:25 887780,-6.5,-6,4.1,0,0,0,94,9.749871794,0,0.141421356,0,0
19:43:26 471585,-6.6,-6.1,4.1,0,0,0,94,9.878258956,0,0.223606798,0,0
19:43:27 228950,-6.6,-5.9,4,0,0,0,94,9.714422268,0,0.223606798,0,0
19:43:27 780157,-6.6,-6.1,4.1,0,0,0,93,9.878258956,0,0.223606798,0,0
19:43:28 364583,-6.6,-5.9,4.2,0,0,0,93,9.798469268,0,0.223606798,0,0
19:43:31 338592,-6.6,-6,4,0,0,0,92,9.775479528,0,0.1,0,0
19:43:31 547118,-6.6,-6,4.1,0,0,0,92,9.816822296,0,23.53253068,5.029910536,1
